StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent form ,pid ,age ,gender ,residence ,citizen ,marital_status ,income ,education ,race ,politic_aff ,hhsize ,life_ladder ,personal_threshold,others_average ,similar_average ,poor_focused ,confidence ,redis_tax _1,redis_tax _2,redis_tax _3,bonus _1,bonus _2,bonus _3,bonus _4,Q15,PROLIFIC_PID,Othersbelief_DO
27/7/25 23:10,27/7/25 23:13,IP Address,24.92.36.242,100,178,TRUE,27/7/25 23:13,R_3JqqIKzP5EQtfl3,,,,,42.9968,-78.1888,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5cd6c1197b871a0001b13589,64,Female,Yes,Yes,Married,"$1,000–$1,666/month",High school graduate or GED equivalent,White/Caucasian,Lean Republican,3,9,2000,3000,3000,2000,Moderately confident,10 - Completely supportive,0 - Not at all supportive,10 - Completely supportive,2,0,0,8,Thailand,5cd6c1197b871a0001b13589,others_average |similar_average |poor_focused 
27/7/25 23:14,27/7/25 23:18,IP Address,72.77.34.85,100,200,TRUE,27/7/25 23:18,R_5Y5Kyii2LVF3TUd,,,,,40.4064,-79.9856,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5fcecd70db3ccb1a7f9331c9,33,Non-binary / third gender,Yes,Yes,Cohabiting,"Less than $1,000/month",Some graduate,White/Caucasian,Strong Democrat,2,1,5000,6000,5000,5000,Moderately confident,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,2,2,2,4,Thailand,5fcecd70db3ccb1a7f9331c9,others_average |similar_average |poor_focused 
27/7/25 23:14,27/7/25 23:18,IP Address,167.160.227.71,100,208,TRUE,27/7/25 23:18,R_6hAQGqEKsHzQybL,,,,,34.0293,-94.7391,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5bc5552a23ecbb00012d6cb5,69,Female,Yes,Yes,Married,"$5,000–$5,833/month",High school graduate or GED equivalent,White/Caucasian,Strong Republican,2,8,6500,10000,7500,5000,Slightly confident,0 - Not at all supportive,0 - Not at all supportive,0 - Not at all supportive,2,1,2,5,Thailand,5bc5552a23ecbb00012d6cb5,others_average |poor_focused |similar_average 
27/7/25 23:12,27/7/25 23:18,IP Address,97.189.120.84,100,334,TRUE,27/7/25 23:18,R_77y8UibZ8vLruKG,,,,,33.8959,-118.1649,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6376b9ede4f5ca90df04d617,66,Male,Yes,Yes,Married,"$8,334–$12,499/month",Completed undergraduate,White/Caucasian,Independent,2,9,12000,10000,8000,5000,Moderately confident,7,0 - Not at all supportive,6,0,0,0,10,Thailand,6376b9ede4f5ca90df04d617,poor_focused |similar_average |others_average 
27/7/25 23:12,27/7/25 23:18,IP Address,172.58.181.35,100,359,TRUE,27/7/25 23:18,R_5f2THBhy43klqkT,,,,,32.8008,-96.7884,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6640be7edc706d4622dbab1c,24,Female,Yes,Yes,Single,"Less than $1,000/month",High school graduate or GED equivalent,"White/Caucasian,Black/African",Independent,1,3,3000,4000,3500,3600,Moderately confident,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,0,0,0,10,Thailand,6640be7edc706d4622dbab1c,similar_average |poor_focused |others_average 
27/7/25 23:14,27/7/25 23:18,IP Address,38.128.147.219,100,210,TRUE,27/7/25 23:18,R_5HiPYcSOGVO1unS,,,,,29.1733,-98.4723,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",674d4315219570a745daddc3,45,Female,Yes,Yes,Widowed,"$6,667–$7,499/month",Completed graduate (Master’s or PhD),White/Caucasian,Independent,4,3,20000,15000,25000,8000,Moderately confident,1,4,5,10,0,0,0,Thailand,674d4315219570a745daddc3,others_average |poor_focused |similar_average 
27/7/25 23:14,27/7/25 23:18,IP Address,174.134.168.73,100,249,TRUE,27/7/25 23:18,R_3pKfgukUZb617W5,,,,,35.3288,-118.9748,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5dd5b42a2091e95798fbf574,36,Male,Yes,Yes,Single,"$3,334–$4,166/month",Completed undergraduate,Hispanic/Latinx,Lean Democrat,4,7,7000,8000,12000,6000,Moderately confident,10 - Completely supportive,10 - Completely supportive,8,3,3,3,1,Thailand,5dd5b42a2091e95798fbf574,similar_average |poor_focused |others_average 
27/7/25 23:14,27/7/25 23:18,IP Address,170.64.52.115,100,219,TRUE,27/7/25 23:18,R_7rOaYRvKougCRvE,,,,,32.7015,-114.643,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5e8aa4d80eac7e756a72f478,32,Male,No,No,Married,"$7,500–$8,333/month",Some undergraduate,Hispanic/Latinx,Independent,4,6,7000,15000,10000,7000,Not at all confident,10 - Completely supportive,5,8,0,0,0,10,Thailand,5e8aa4d80eac7e756a72f478,similar_average |others_average |poor_focused 
27/7/25 23:11,27/7/25 23:18,IP Address,208.66.211.6,100,443,TRUE,27/7/25 23:18,R_6JMu0cTPGcgQ9vb,,,,,41.2925,-82.219,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",663aa6420a964c2a7740b9d7,37,Female,Yes,Yes,Married,"$7,500–$8,333/month",Completed undergraduate,"White/Caucasian,Hispanic/Latinx",Lean Republican,7,6,8500,8000,8000,4000,Moderately confident,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,5,0,0,5,Thailand,663aa6420a964c2a7740b9d7,poor_focused |others_average |similar_average 
27/7/25 23:16,27/7/25 23:18,IP Address,99.45.130.69,100,102,TRUE,27/7/25 23:18,R_6fs2RIumzU0h8jN,,,,,41.3861,-81.7371,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",60cff3ba91773f75c9504567,35,Male,Yes,Yes,Married,"$4,167–$4,999/month",Completed graduate (Master’s or PhD),White/Caucasian,Independent,3,8,4500,5000,5000,4000,Moderately confident,0 - Not at all supportive,0 - Not at all supportive,0 - Not at all supportive,0,0,0,10,Thailand,60cff3ba91773f75c9504567,others_average |similar_average |poor_focused 
27/7/25 23:12,27/7/25 23:18,IP Address,99.131.48.114,100,390,TRUE,27/7/25 23:18,R_6sqUXO3QpPlkvmN,,,,,35.8025,-78.6405,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5e9f3f09ccc75a0c345e4845,66,Female,Yes,Yes,Widowed,"$1,667–$2,499/month",Completed undergraduate,White/Caucasian,Strong Democrat,1,8,30000,9000,7000,9000,Not at all confident,9,9,10 - Completely supportive,0,0,0,10,Thailand,5e9f3f09ccc75a0c345e4845,poor_focused |others_average |similar_average 
27/7/25 23:14,27/7/25 23:18,IP Address,50.29.233.30,100,241,TRUE,27/7/25 23:18,R_5KjSHWmiUfmj2eh,,,,,41.1988,-75.9053,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",60367f78082e3dedb8238ea3,79,Female,Yes,Yes,Widowed,"$1,667–$2,499/month",High school graduate or GED equivalent,White/Caucasian,Strong Democrat,1,10 - Completely satisfied,3000,5000,3500,1000,Not at all confident,10 - Completely supportive,Don't know/prefer not to answer,Don't know/prefer not to answer,8,0,0,2,Thailand,60367f78082e3dedb8238ea3,poor_focused |others_average |similar_average 
27/7/25 23:14,27/7/25 23:18,IP Address,108.210.170.10,100,225,TRUE,27/7/25 23:18,R_7aOXuBEzjRGdnGu,,,,,29.8875,-90.0337,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",63fa78f21e485a372c6528fa,52,Male,Yes,Yes,Single,"$1,000–$1,666/month",Some undergraduate,White/Caucasian,Lean Democrat,1,4,4600,6500,6100,4700,Slightly confident,9,7,9,1,0,2,7,Thailand,63fa78f21e485a372c6528fa,others_average |similar_average |poor_focused 
27/7/25 23:14,27/7/25 23:18,IP Address,70.20.52.7,100,273,TRUE,27/7/25 23:18,R_3pb5uPYTNBl3cvW,,,,,42.8806,-71.3273,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6734c699d11234d19b0be0ec,30,Male,Yes,Yes,Married,"$5,834–$6,666/month",Completed graduate (Master’s or PhD),White/Caucasian,Lean Republican,4,8,8000,8000,10000,6000,Moderately confident,8,6,7,2,3,2,3,Thailand,6734c699d11234d19b0be0ec,poor_focused |similar_average |others_average 
27/7/25 23:12,27/7/25 23:18,IP Address,73.158.228.220,100,403,TRUE,27/7/25 23:18,R_1wtXhEBLNQqL8Bg,,,,,38.4549,-122.2564,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6461289e6f5807a784f0750d,77,Female,Yes,Yes,Divorced,"$1,667–$2,499/month",Some undergraduate,White/Caucasian,Strong Democrat,1,4,5000,7500,5000,4000,Moderately confident,10 - Completely supportive,0 - Not at all supportive,8,2,0,0,8,Thailand,6461289e6f5807a784f0750d,similar_average |others_average |poor_focused 
27/7/25 23:13,27/7/25 23:18,IP Address,70.94.229.110,100,337,TRUE,27/7/25 23:18,R_53WU4lu5BrfUdhf,,,,,31.2653,-85.3992,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67cb97aa66285604188d577a,55,Male,Yes,Yes,Married,"$6,667–$7,499/month",Some undergraduate,White/Caucasian,Lean Republican,4,9,7500,10000,8500,5000,Slightly confident,10 - Completely supportive,0 - Not at all supportive,8,3,3,3,1,Thailand,67cb97aa66285604188d577a,others_average |poor_focused |similar_average 
27/7/25 23:13,27/7/25 23:19,IP Address,76.89.100.104,100,365,TRUE,27/7/25 23:19,R_3nvp0KbxsrynrQa,,,,,33.7209,-116.2172,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6653b7079f37e7ce5378b3dc,52,Male,Yes,Yes,Cohabiting,"$2,500–$3,333/month",Some undergraduate,White/Caucasian,Lean Republican,3,7,4000,8000,8000,5000,Very confident,10 - Completely supportive,7,9,4,3,1,2,Thailand,6653b7079f37e7ce5378b3dc,similar_average |others_average |poor_focused 
27/7/25 23:16,27/7/25 23:19,IP Address,73.237.179.246,100,178,TRUE,27/7/25 23:19,R_7jHuuMqRmYtnebn,,,,,33.8229,-84.3535,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",678d97abed191932719e540e,22,Male,Yes,Yes,Single,"$8,334–$12,499/month",Some undergraduate,Asian,Lean Republican,4,7,8000,7000,10000,6000,Slightly confident,8,5,8,2,2,2,4,Thailand,678d97abed191932719e540e,others_average |similar_average |poor_focused 
27/7/25 23:12,27/7/25 23:19,IP Address,38.129.117.241,100,420,TRUE,27/7/25 23:19,R_6Kwo6xQxxxPavjh,,,,,36.8633,-87.4848,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5e7909d956b26e4aba9a460b,53,Male,Yes,Yes,Married,"$8,334–$12,499/month",Completed graduate (Master’s or PhD),White/Caucasian,Strong Democrat,5,8,14000,10000,12000,8000,Moderately confident,10 - Completely supportive,8,10 - Completely supportive,4,3,2,1,Thailand,5e7909d956b26e4aba9a460b,similar_average |others_average |poor_focused 
27/7/25 23:14,27/7/25 23:19,IP Address,71.145.255.12,100,290,TRUE,27/7/25 23:19,R_6ZVRq31qEddiRzs,,,,,37.6275,-97.3559,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",6143af8721d1445864c4f6c8,53,Male,Yes,Yes,Married,"$1,667–$2,499/month",High school graduate or GED equivalent,"White/Caucasian,Native American",Independent,3,8,2800,5000,5000,5000,Moderately confident,2,10 - Completely supportive,7,0,0,0,10,Thailand,6143af8721d1445864c4f6c8,others_average |poor_focused |similar_average 
27/7/25 23:13,27/7/25 23:19,IP Address,35.147.175.21,100,343,TRUE,27/7/25 23:19,R_7RiX8WYm4c0He93,,,,,40.7869,-96.6962,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",5fc54a4839204604d13affd5,45,Female,Yes,Yes,Single,"$1,667–$2,499/month",Completed undergraduate,White/Caucasian,Independent,2,8,3000,5000,5000,4000,Moderately confident,10 - Completely supportive,8,10 - Completely supportive,4,2,2,2,Thailand,5fc54a4839204604d13affd5,poor_focused |others_average |similar_average 
27/7/25 23:18,27/7/25 23:19,IP Address,75.97.225.229,100,73,TRUE,27/7/25 23:19,R_3QLWP2Jo0zLmvWu,,,,,40.8327,-75.7033,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",662fbb4163d7a1695a748636,33,Male,Yes,Yes,Single,"$1,667–$2,499/month",Completed undergraduate,White/Caucasian,Lean Democrat,2,3,4000,4500,5000,3500,Moderately confident,10 - Completely supportive,10 - Completely supportive,10 - Completely supportive,0,0,0,10,Thailand,662fbb4163d7a1695a748636,similar_average |others_average |poor_focused 
27/7/25 23:14,27/7/25 23:19,IP Address,98.10.75.40,100,333,TRUE,27/7/25 23:19,R_3j1ogLevNrkzvfq,,,,,42.7159,-78.8295,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",650764c3a197814ab15f8237,22,Male,Yes,Yes,Single,"$8,334–$12,499/month",Some undergraduate,White/Caucasian,Lean Republican,3,4,6500,6000,8000,4000,Slightly confident,2,0 - Not at all supportive,3,0,0,0,10,Thailand,650764c3a197814ab15f8237,similar_average |poor_focused |others_average 
27/7/25 23:10,27/7/25 23:19,IP Address,209.74.123.237,100,564,TRUE,27/7/25 23:19,R_55yWZJIclxhzqN7,,,,,42.4998,-85.4081,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",62694f79608ed29b7af936b1,58,Female,Yes,Yes,Married,"$5,000–$5,833/month",High school graduate or GED equivalent,White/Caucasian,Strong Republican,3,8,5000,3200,4500,1000,Not at all confident,0 - Not at all supportive,0 - Not at all supportive,8,5,0,0,5,Thailand,62694f79608ed29b7af936b1,similar_average |others_average |poor_focused 
27/7/25 23:17,27/7/25 23:20,IP Address,198.37.213.179,100,161,TRUE,27/7/25 23:20,R_6pb8vXTP98vvDKD,,,,,38.3534,-87.5726,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67ac0a2102a324df45ed2290,42,Male,Yes,Yes,Married,"$6,667–$7,499/month",Completed graduate (Master’s or PhD),White/Caucasian,Independent,3,8,8000,6000,8000,5000,Moderately confident,7,1,6,2,0,0,8,Thailand,67ac0a2102a324df45ed2290,others_average |poor_focused |similar_average 
27/7/25 23:15,27/7/25 23:20,IP Address,76.126.24.208,100,243,TRUE,27/7/25 23:20,R_3QX0yZ5phLvEYOs,,,,,38.0194,-122.1341,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",62349f9ac56251496a619264,51,Male,Yes,Yes,Single,"$8,334–$12,499/month",Some undergraduate,White/Caucasian,Lean Republican,3,3,7000,6500,15000,5000,Not at all confident,10 - Completely supportive,8,8,1,0,0,9,Thailand,62349f9ac56251496a619264,poor_focused |similar_average |others_average 
27/7/25 23:16,27/7/25 23:20,IP Address,70.105.166.28,100,192,TRUE,27/7/25 23:20,R_1RCTNM8eWVpb6N3,,,,,39.9769,-74.1601,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",67d0a57b0a4981c5e65c3bcc,55,Male,Yes,Yes,Married,"$8,334–$12,499/month",Completed undergraduate,White/Caucasian,Strong Democrat,4,8,13000,6000,15000,8000,Not at all confident,10 - Completely supportive,3,9,5,0,0,5,Thailand,67d0a57b0a4981c5e65c3bcc,similar_average |poor_focused |others_average 
27/7/25 23:15,27/7/25 23:20,IP Address,108.147.10.47,100,337,TRUE,27/7/25 23:20,R_3iHogNYhPLGcaw9,,,,,36.8531,-76.2194,anonymous,EN,"I have read and understood the above consent form. I certify that I am 21 years old or older and, by clicking the next button to enter the survey, I indicate my willingness to voluntarily take part in the study.",66b22d654efb81d166b890d0,45,Female,Yes,Yes,Married,"$4,167–$4,999/month",Some undergraduate,White/Caucasian,Independent,4,1,8000,50000,24000,5000,Moderately confident,10 - Completely supportive,7,7,4,2,2,2,Thailand,66b22d654efb81d166b890d0,similar_average |others_average |poor_focused 
